taxa	abundance
Abiotrophia defectiva	0.0020
Acaryochloris marina	0.0023
Acetivibrio cellulolyticus	0.0009
Acetobacter pasteurianus	0.0011
Acholeplasma laidlawii	0.0009
Achromobacter piechaudii	0.0006
Achromobacter xylosoxidans	0.0006
Acidaminococcus fermentans	0.0009
Acidaminococcus sp. D21	0.0003
Acidimicrobium ferrooxidans	0.0020
Acidiphilium cryptum	0.0006
Acidithiobacillus caldus	0.0003
Acidithiobacillus ferrooxidans	0.0009
Acidothermus cellulolyticus	0.0031
Acidovorax citrulli	0.0003
Acidovorax delafieldii	0.0003
Aciduliprofundum boonei	0.0023
Acinetobacter baumannii	0.0040
Acinetobacter johnsonii	0.0003
Acinetobacter radioresistens	0.0003
Acinetobacter sp. ADP1	0.0006
Acinetobacter sp. ATCC 27244	0.0003
Actinobacillus minor	0.0003
Actinobacillus pleuropneumoniae	0.0011
Actinobacillus succinogenes	0.0006
Actinomyces odontolyticus	0.0009
Actinomyces sp. oral taxon 848	0.0006
Actinosynnema mirum	0.0057
Aeromonas hydrophila	0.0003
Aeromonas salmonicida	0.0003
Aeropyrum pernix	0.0023
Afipia sp. 1NLS2	0.0003
Aggregatibacter actinomycetemcomitans	0.0011
Agrobacterium tumefaciens	0.0020
Agrobacterium vitis	0.0003
Akkermansia muciniphila	0.0023
Albidiferax ferrireducens	0.0003
Alcanivorax sp. DG881	0.0009
Algoriphagus sp. PR1	0.0026
Alicycliphilus denitrificans	0.0003
Alicyclobacillus acidocaldarius	0.0006
Alistipes putredinis	0.0048
Alkalilimnicola ehrlichii	0.0003
Alkaliphilus metalliredigens	0.0011
Allochromatium vinosum	0.0003
Alteromonadales bacterium TW-7	0.0003
Anabaena variabilis	0.0006
Anaerobaculum hydrogeniformans	0.0014
Anaerococcus tetradius	0.0003
Anaerofustis stercorihominis	0.0014
Anaeromyxobacter dehalogenans	0.0011
Anaeromyxobacter sp. Fw109-5	0.0014
Anaerostipes caccae	0.0003
Anaerotruncus colihominis	0.0009
Anaplasma centrale	0.0003
Anaplasma marginale	0.0009
Anaplasma phagocytophilum	0.0011
Anoxybacillus flavithermus	0.0009
Aquifex aeolicus	0.0003
Archaeoglobus profundus	0.0009
Arcobacter butzleri	0.0023
Arsenophonus nasoniae	0.0006
Arthrospira maxima	0.0003
Aster yellows witches'-broom phytoplasma	0.0009
Asticcacaulis excentricus	0.0014
Atopobium parvulum	0.0003
Atopobium rimae	0.0003
Aurantimonas manganoxydans	0.0003
Azoarcus sp. BH72	0.0014
Azorhizobium caulinodans	0.0017
Azospirillum sp. B510	0.0020
Bacillus atrophaeus	0.0003
Bacillus cereus	0.0048
Bacillus clausii	0.0006
Bacillus licheniformis	0.0006
Bacillus megaterium	0.0003
Bacillus pseudofirmus	0.0006
Bacillus pumilus	0.0003
Bacillus sp. B14905	0.0011
Bacillus sp. SG-1	0.0009
Bacillus sp. m3-13	0.0003
Bacillus weihenstephanensis	0.0003
Bacteroides caccae	0.0003
Bacteroides coprocola	0.0009
Bacteroides coprophilus	0.0003
Bacteroides fragilis	0.0014
Bacteroides helcogenes	0.0003
Bacteroides intestinalis	0.0003
Bacteroides ovatus	0.0009
Bacteroides plebeius	0.0003
Bacteroides sp. 2_1_7	0.0003
Bacteroides stercoris	0.0003
Bartonella bacilliformis	0.0011
Bartonella clarridgeiae	0.0009
Bartonella henselae	0.0017
Bartonella quintana	0.0003
Bdellovibrio bacteriovorus	0.0011
Beggiatoa sp. SS	0.0003
Beijerinckia indica	0.0006
Bermanella marisrubri	0.0003
Beutenbergia cavernae	0.0006
Bifidobacterium adolescentis	0.0003
Bifidobacterium angulatum	0.0003
Bifidobacterium animalis	0.0014
Bifidobacterium bifidum	0.0006
Bifidobacterium dentium	0.0014
Bifidobacterium gallicum	0.0009
Bifidobacterium longum	0.0017
Blastopirellula marina	0.0017
Blattabacterium sp. (Blattella germanica)	0.0014
Blattabacterium sp. (Periplaneta americana)	0.0020
Blautia hansenii	0.0006
Bordetella pertussis	0.0017
Borrelia afzelii	0.0006
Borrelia burgdorferi	0.0037
Borrelia hermsii	0.0003
Borrelia recurrentis	0.0011
Borrelia spielmanii	0.0003
Borrelia turicatae	0.0003
Borrelia valaisiana	0.0006
Brachybacterium faecium	0.0003
Brachyspira hyodysenteriae	0.0009
Brachyspira murdochii	0.0009
Brachyspira pilosicoli	0.0003
Bradyrhizobium japonicum	0.0003
Brevibacterium linens	0.0011
Brevundimonas sp. BAL3	0.0009
Brevundimonas subvibrioides	0.0006
Brucella abortus	0.0034
Brucella ceti	0.0003
Brucella melitensis	0.0003
Brucella microti	0.0003
Buchnera aphidicola	0.0113
Bulleidia extructa	0.0006
Burkholderia ambifaria	0.0003
Burkholderia cenocepacia	0.0011
Burkholderia dolosa	0.0003
Burkholderia glumae	0.0003
Burkholderia multivorans	0.0003
Burkholderia oklahomensis	0.0003
Burkholderia phymatum	0.0003
Burkholderia pseudomallei	0.0054
Burkholderia rhizoxinica	0.0011
Burkholderia sp. CCGE1001	0.0003
Burkholderia sp. H160	0.0003
Burkholderia thailandensis	0.0006
Burkholderia xenovorans	0.0003
Caldanaerobacter subterraneus	0.0011
Caldicellulosiruptor kristjanssonii	0.0003
Caldicellulosiruptor saccharolyticus	0.0003
Caldivirga maquilingensis	0.0011
Caminibacter mediatlanticus	0.0011
Campylobacter concisus	0.0014
Campylobacter fetus	0.0006
Campylobacter gracilis	0.0003
Campylobacter jejuni	0.0003
Campylobacter lari	0.0006
Campylobacter showae	0.0003
Campylobacterales bacterium GD 1	0.0003
Candidatus Amoebophilus asiaticus	0.0023
Candidatus Azobacteroides pseudotrichonymphae	0.0020
Candidatus Blochmannia floridanus	0.0048
Candidatus Blochmannia pennsylvanicus	0.0003
Candidatus Desulforudis audaxviator	0.0006
Candidatus Hamiltonella defensa	0.0020
Candidatus Koribacter versatilis	0.0014
Candidatus Liberibacter asiaticus	0.0077
Candidatus Pelagibacter ubique	0.0071
Candidatus Phytoplasma australiense	0.0009
Candidatus Phytoplasma mali	0.0020
Candidatus Protochlamydia amoebophila	0.0006
Candidatus Regiella insecticola	0.0003
Candidatus Solibacter usitatus	0.0003
Capnocytophaga gingivalis	0.0023
Capnocytophaga sputigena	0.0003
Carboxydothermus hydrogenoformans	0.0017
Cardiobacterium hominis	0.0006
Carnobacterium sp. AT7	0.0040
Catenibacterium mitsuokai	0.0017
Catenulispora acidiphila	0.0006
Catonella morbi	0.0020
Caulobacter vibrioides	0.0009
Cellvibrio japonicus	0.0017
Cenarchaeum symbiosum	0.0054
Chitinophaga pinensis	0.0017
Chlamydia pneumoniae	0.0006
Chlamydia trachomatis	0.0034
Chlamydophila abortus	0.0003
Chlorobaculum parvum	0.0011
Chlorobium chlorochromatii	0.0006
Chlorobium phaeobacteroides	0.0026
Chlorobium phaeovibrioides	0.0009
Chloroflexus aurantiacus	0.0014
Chloroherpeton thalassium	0.0014
Chromobacterium violaceum	0.0006
Chromohalobacter salexigens	0.0006
Chryseobacterium gleum	0.0009
Citreicella sp. SE45	0.0017
Clostridiales bacterium 1_7_47FAA	0.0006
Clostridiales genomosp. BVAB3	0.0003
Clostridium acetobutylicum	0.0003
Clostridium bartlettii	0.0009
Clostridium bolteae	0.0006
Clostridium botulinum	0.0045
Clostridium butyricum	0.0003
Clostridium cellulolyticum	0.0003
Clostridium difficile	0.0006
Clostridium hathewayi	0.0003
Clostridium hiranonis	0.0003
Clostridium hylemonae	0.0003
Clostridium kluyveri	0.0011
Clostridium leptum	0.0003
Clostridium ljungdahlii	0.0009
Clostridium papyrosolvens	0.0003
Clostridium perfringens	0.0011
Clostridium phytofermentans	0.0003
Clostridium saccharolyticum	0.0009
Clostridium sp. 7_2_43FAA	0.0003
Clostridium sp. L2-50	0.0009
Clostridium sp. M62/1	0.0003
Clostridium sp. SS2/1	0.0011
Clostridium thermocellum	0.0006
Collinsella aerofaciens	0.0003
Comamonas testosteroni	0.0011
Congregibacter litoralis	0.0006
Coprococcus catus	0.0006
Coprococcus comes	0.0009
Coprococcus eutactus	0.0003
Coprothermobacter proteolyticus	0.0031
Corynebacterium aurimucosum	0.0006
Corynebacterium diphtheriae	0.0014
Corynebacterium glutamicum	0.0003
Corynebacterium jeikeium	0.0020
Corynebacterium kroppenstedtii	0.0011
Corynebacterium matruchotii	0.0011
Corynebacterium pseudotuberculosis	0.0003
Corynebacterium striatum	0.0003
Coxiella burnetii	0.0026
Croceibacter atlanticus	0.0006
Crocosphaera watsonii	0.0006
Cryptobacterium curtum	0.0011
Cupriavidus metallidurans	0.0003
Cyanobium sp. PCC 7001	0.0006
Cyanothece sp. ATCC 51142	0.0009
Cyanothece sp. PCC 7424	0.0006
Cyanothece sp. PCC 7425	0.0026
Cyanothece sp. PCC 8802	0.0003
Cytophaga hutchinsonii	0.0017
Dechloromonas aromatica	0.0006
Dehalococcoides ethenogenes	0.0006
Dehalococcoides sp. CBDB1	0.0003
Deinococcus deserti	0.0009
Deinococcus radiodurans	0.0003
Desulfatibacillum alkenivorans	0.0009
Desulfitobacterium hafniense	0.0003
Desulfobacterium autotrophicum	0.0014
Desulfococcus oleovorans	0.0026
Desulfohalobium retbaense	0.0017
Desulfomicrobium baculatum	0.0023
Desulfonatronospira thiodismutans	0.0006
Desulfotalea psychrophila	0.0034
Desulfotomaculum reducens	0.0003
Desulfovibrio fructosovorans	0.0009
Desulfovibrio piger	0.0011
Desulfovibrio salexigens	0.0011
Desulfovibrio sp. 3_1_syn3	0.0003
Desulfovibrio sp. FW1012B	0.0003
Desulfovibrio vulgaris	0.0011
Desulfurococcus kamchatkensis	0.0017
Desulfuromonas acetoxidans	0.0003
Dethiobacter alkaliphilus	0.0003
Dethiosulfovibrio peptidovorans	0.0014
Dialister invisus	0.0017
Dichelobacter nodosus	0.0014
Dickeya dadantii	0.0026
Dictyoglomus thermophilum	0.0003
Dinoroseobacter shibae	0.0011
Dokdonia donghaensis	0.0003
Dyadobacter fermentans	0.0009
Edwardsiella ictaluri	0.0003
Eggerthella lenta	0.0003
Eggerthella sp. 1_3_56FAA	0.0006
Ehrlichia canis	0.0006
Ehrlichia chaffeensis	0.0011
Ehrlichia ruminantium	0.0017
Eikenella corrodens	0.0006
Elusimicrobium minutum	0.0037
Enhydrobacter aerosaccus	0.0014
Enterococcus faecalis	0.0017
Enterococcus faecium	0.0017
Epulopiscium sp. 'N.t. morphotype B'	0.0011
Erysipelothrix rhusiopathiae	0.0006
Erysipelotrichaceae bacterium 3_1_53	0.0003
Erythrobacter litoralis	0.0091
Escherichia coli	0.0028
Ethanoligenens harbinense	0.0003
Eubacterium dolichum	0.0006
Eubacterium eligens	0.0003
Eubacterium saphenum	0.0011
Exiguobacterium sibiricum	0.0006
Exiguobacterium sp. AT1b	0.0009
Faecalibacterium prausnitzii	0.0011
Ferroglobus placidus	0.0009
Ferroplasma acidarmanus	0.0003
Fibrobacter succinogenes	0.0026
Finegoldia magna	0.0028
Flavobacteria bacterium BAL38	0.0003
Flavobacteria bacterium BBFL7	0.0006
Flavobacteria bacterium MS024-2A	0.0023
Flavobacteria bacterium MS024-3C	0.0017
Flavobacteriaceae bacterium 3519-10	0.0011
Flavobacteriales bacterium ALC-1	0.0009
Flavobacterium johnsoniae	0.0006
Flavobacterium psychrophilum	0.0003
Francisella philomiragia	0.0014
Francisella tularensis	0.0082
Frankia sp. CcI3	0.0102
Frankia sp. EUN1f	0.0009
Frankia symbiont of Datisca glomerata	0.0009
Fulvimarina pelagi	0.0009
Fusobacterium nucleatum	0.0034
Fusobacterium sp. 2_1_31	0.0003
Fusobacterium sp. D11	0.0003
Fusobacterium varium	0.0006
Gallionella capsiferriformans	0.0014
Gardnerella vaginalis	0.0065
Gemella morbillorum	0.0034
Gemmata obscuriglobus	0.0003
Geobacillus sp. C56-T3	0.0011
Geobacillus sp. Y4.1MC1	0.0003
Geobacillus sp. Y412MC52	0.0003
Geobacter lovleyi	0.0009
Geobacter sp. FRC-32	0.0003
Geobacter sp. M21	0.0006
Geobacter sulfurreducens	0.0006
Geobacter uraniireducens	0.0006
Geodermatophilus obscurus	0.0023
Glaciecola sp. HTCC2999	0.0006
Gluconacetobacter diazotrophicus	0.0009
Gluconacetobacter hansenii	0.0011
Gluconobacter oxydans	0.0009
Gordonia bronchialis	0.0011
Gramella forsetii	0.0006
Granulibacter bethesdensis	0.0003
Granulicatella adiacens	0.0009
Granulicatella elegans	0.0006
Grimontia hollisae	0.0014
Haemophilus influenzae	0.0017
Haemophilus parasuis	0.0006
Hahella chejuensis	0.0011
Haliangium ochraceum	0.0006
Halomonas elongata	0.0006
Halorhodospira halophila	0.0003
Halorubrum lacusprofundi	0.0006
Halothermothrix orenii	0.0011
Halothiobacillus neapolitanus	0.0023
Helicobacter canadensis	0.0003
Helicobacter hepaticus	0.0014
Helicobacter pullorum	0.0003
Helicobacter pylori	0.0028
Heliobacterium modesticaldum	0.0009
Herbaspirillum seropedicae	0.0014
Herminiimonas arsenicoxydans	0.0003
Herpetosiphon aurantiacus	0.0026
Hirschia baltica	0.0017
Histophilus somni	0.0006
Hoeflea phototrophica	0.0023
Holdemania filiformis	0.0009
