taxa	abundance
Abiotrophia defectiva	0.0017
Acaryochloris marina	0.0014
Acetobacter pasteurianus	0.0003
Acholeplasma laidlawii	0.0009
Achromobacter xylosoxidans	0.0017
Acidaminococcus fermentans	0.0006
Acidimicrobium ferrooxidans	0.0062
Acidiphilium cryptum	0.0009
Acidithiobacillus ferrooxidans	0.0048
Acidobacterium capsulatum	0.0006
Acidothermus cellulolyticus	0.0009
Acidovorax avenae	0.0003
Acidovorax delafieldii	0.0009
Acidovorax ebreus	0.0006
Acinetobacter baumannii	0.0034
Acinetobacter johnsonii	0.0003
Acinetobacter junii	0.0009
Acinetobacter pittii	0.0003
Actinobacillus minor	0.0006
Actinobacillus pleuropneumoniae	0.0040
Actinobacillus succinogenes	0.0009
Actinomyces odontolyticus	0.0017
Actinomyces sp. oral taxon 848	0.0017
Actinomyces urogenitalis	0.0077
Actinosynnema mirum	0.0006
Aeromicrobium marinum	0.0006
Aeromonas hydrophila	0.0009
Afipia sp. 1NLS2	0.0009
Aggregatibacter actinomycetemcomitans	0.0003
Aggregatibacter aphrophilus	0.0006
Agrobacterium tumefaciens	0.0028
Agrobacterium vitis	0.0006
Akkermansia muciniphila	0.0031
Albidiferax ferrireducens	0.0006
Alcanivorax sp. DG881	0.0009
Alicycliphilus denitrificans	0.0006
Alicyclobacillus acidocaldarius	0.0037
Aliivibrio fischeri	0.0006
Alistipes putredinis	0.0045
Alistipes shahii	0.0003
Alkalilimnicola ehrlichii	0.0003
Alkaliphilus metalliredigens	0.0006
Alkaliphilus oremlandii	0.0014
Allochromatium vinosum	0.0006
Ammonifex degensii	0.0014
Anaerobaculum hydrogeniformans	0.0009
Anaerofustis stercorihominis	0.0026
Anaeromyxobacter dehalogenans	0.0011
Anaeromyxobacter sp. Fw109-5	0.0009
Anaerostipes caccae	0.0031
Anaerotruncus colihominis	0.0034
Anaplasma centrale	0.0003
Anaplasma marginale	0.0014
Anaplasma phagocytophilum	0.0017
Anoxybacillus flavithermus	0.0014
Arcobacter butzleri	0.0003
Aromatoleum aromaticum	0.0009
Arsenophonus nasoniae	0.0011
Arthrobacter sp. FB24	0.0003
Aster yellows witches'-broom phytoplasma	0.0003
Atopobium rimae	0.0006
Aurantimonas manganoxydans	0.0003
Azoarcus sp. BH72	0.0006
Azospirillum sp. B510	0.0020
Azotobacter vinelandii	0.0003
Bacillus anthracis	0.0014
Bacillus atrophaeus	0.0003
Bacillus cereus	0.0068
Bacillus clausii	0.0011
Bacillus cytotoxicus	0.0003
Bacillus halodurans	0.0009
Bacillus licheniformis	0.0026
Bacillus pseudofirmus	0.0009
Bacillus pumilus	0.0006
Bacillus sp. B14905	0.0011
Bacillus sp. m3-13	0.0017
Bacillus subtilis	0.0006
Bacteroides cellulosilyticus	0.0011
Bacteroides coprocola	0.0006
Bacteroides fragilis	0.0009
Bacteroides sp. 20_3	0.0006
Bacteroides sp. 2_2_4	0.0003
Bacteroides thetaiotaomicron	0.0011
Bartonella bacilliformis	0.0003
Bartonella henselae	0.0009
Bartonella quintana	0.0003
Bartonella schoenbuchensis	0.0017
Bartonella tribocorum	0.0017
Bdellovibrio bacteriovorus	0.0026
Beijerinckia indica	0.0011
Bermanella marisrubri	0.0011
Bifidobacterium adolescentis	0.0011
Bifidobacterium animalis	0.0023
Bifidobacterium bifidum	0.0006
Bifidobacterium catenulatum	0.0003
Bifidobacterium dentium	0.0031
Bifidobacterium longum	0.0009
Blastopirellula marina	0.0009
Blattabacterium sp. (Blattella germanica)	0.0003
Blattabacterium sp. (Periplaneta americana)	0.0006
Blautia hydrogenotrophica	0.0003
Bordetella avium	0.0009
Bordetella petrii	0.0006
Borrelia afzelii	0.0003
Borrelia burgdorferi	0.0017
Borrelia recurrentis	0.0003
Borrelia spielmanii	0.0003
Brachybacterium faecium	0.0034
Brachyspira hyodysenteriae	0.0003
Brachyspira murdochii	0.0009
Brevibacillus brevis	0.0014
Brevibacterium linens	0.0034
Brevundimonas sp. BAL3	0.0003
Brucella abortus	0.0130
Brucella pinnipedialis	0.0003
Buchnera aphidicola	0.0136
Bulleidia extructa	0.0011
Burkholderia ambifaria	0.0011
Burkholderia cenocepacia	0.0003
Burkholderia glumae	0.0017
Burkholderia graminis	0.0006
Burkholderia mallei	0.0014
Burkholderia multivorans	0.0006
Burkholderia phymatum	0.0009
Burkholderia phytofirmans	0.0003
Burkholderia pseudomallei	0.0196
Burkholderia rhizoxinica	0.0011
Burkholderia sp. CCGE1002	0.0011
Burkholderia sp. H160	0.0003
Burkholderia thailandensis	0.0034
Burkholderia vietnamiensis	0.0006
Burkholderia xenovorans	0.0009
Butyrivibrio crossotus	0.0006
Butyrivibrio fibrisolvens	0.0003
Caldanaerobacter subterraneus	0.0011
Caldicellulosiruptor hydrothermalis	0.0009
Campylobacter coli	0.0003
Campylobacter curvus	0.0006
Campylobacter fetus	0.0003
Campylobacter hominis	0.0006
Campylobacter jejuni	0.0011
Campylobacter lari	0.0011
