taxa	abundance
Abiotrophia defectiva	0.0040
Acaryochloris marina	0.0003
Acholeplasma laidlawii	0.0062
Achromobacter piechaudii	0.0006
Achromobacter xylosoxidans	0.0003
Acidaminococcus fermentans	0.0006
Acidaminococcus sp. D21	0.0006
Acidimicrobium ferrooxidans	0.0025
Acidiphilium cryptum	0.0011
Acidithiobacillus ferrooxidans	0.0011
Acidobacterium capsulatum	0.0008
Acidothermus cellulolyticus	0.0045
Acidovorax avenae	0.0003
Acidovorax citrulli	0.0014
Acidovorax sp. JS42	0.0003
Acinetobacter baumannii	0.0068
Acinetobacter johnsonii	0.0006
Acinetobacter lwoffii	0.0003
Acinetobacter radioresistens	0.0006
Acinetobacter sp. ADP1	0.0003
Actinobacillus pleuropneumoniae	0.0023
Actinobacillus succinogenes	0.0003
Actinomyces odontolyticus	0.0017
Actinomyces sp. oral taxon 171	0.0003
Actinomyces sp. oral taxon 848	0.0028
Actinomyces urogenitalis	0.0006
Actinomyces viscosus	0.0003
Actinosynnema mirum	0.0006
Aeromicrobium marinum	0.0014
Aeromonas hydrophila	0.0003
Afipia sp. 1NLS2	0.0006
Aggregatibacter aphrophilus	0.0003
Agrobacterium tumefaciens	0.0011
Ahrensia sp. R2A130	0.0003
Akkermansia muciniphila	0.0008
Albidiferax ferrireducens	0.0008
Alcanivorax borkumensis	0.0006
Algoriphagus sp. PR1	0.0008
Alicycliphilus denitrificans	0.0006
Alicyclobacillus acidocaldarius	0.0008
Aliivibrio salmonicida	0.0003
Alistipes putredinis	0.0006
Alistipes shahii	0.0003
Alkaliphilus metalliredigens	0.0008
Alkaliphilus oremlandii	0.0006
Allochromatium vinosum	0.0008
Ammonifex degensii	0.0006
Anaerobaculum hydrogeniformans	0.0008
Anaerococcus hydrogenalis	0.0003
Anaerococcus lactolyticus	0.0006
Anaerococcus tetradius	0.0003
Anaerococcus vaginalis	0.0006
Anaerofustis stercorihominis	0.0020
Anaeromyxobacter dehalogenans	0.0003
Anaeromyxobacter sp. Fw109-5	0.0003
Anaerostipes caccae	0.0011
Anaerotruncus colihominis	0.0011
Anaplasma phagocytophilum	0.0003
Aquifex aeolicus	0.0003
Archaeoglobus fulgidus	0.0003
Arcobacter butzleri	0.0011
Aromatoleum aromaticum	0.0006
Arsenophonus nasoniae	0.0008
Arthrobacter aurescens	0.0099
Arthrobacter chlorophenolicus	0.0057
Arthrobacter sp. FB24	0.0025
Asticcacaulis excentricus	0.0011
Atopobium parvulum	0.0014
Atopobium rimae	0.0003
Aurantimonas manganoxydans	0.0008
Azoarcus sp. BH72	0.0008
Azorhizobium caulinodans	0.0003
Azospirillum sp. B510	0.0003
Azotobacter vinelandii	0.0006
Bacillus atrophaeus	0.0003
Bacillus cereus	0.0017
Bacillus clausii	0.0003
Bacillus coahuilensis	0.0003
Bacillus cytotoxicus	0.0006
Bacillus licheniformis	0.0003
Bacillus pseudofirmus	0.0006
Bacillus pumilus	0.0006
Bacillus sp. NRRL B-14911	0.0008
Bacillus subtilis	0.0003
Bacteroides coprocola	0.0003
Bacteroides fragilis	0.0008
Bacteroides helcogenes	0.0006
Bacteroides intestinalis	0.0003
Bacteroides plebeius	0.0003
Bartonella bacilliformis	0.0008
Bartonella clarridgeiae	0.0003
Bartonella henselae	0.0006
Bartonella quintana	0.0003
Bartonella rochalimae	0.0003
Bartonella schoenbuchensis	0.0003
Bartonella sp. AR 15-3	0.0003
Bdellovibrio bacteriovorus	0.0011
Beggiatoa sp. PS	0.0011
Beijerinckia indica	0.0006
Bermanella marisrubri	0.0008
Beutenbergia cavernae	0.0008
Bifidobacterium adolescentis	0.0006
Bifidobacterium angulatum	0.0011
Bifidobacterium animalis	0.0006
Bifidobacterium bifidum	0.0011
Bifidobacterium breve	0.0003
Bifidobacterium gallicum	0.0006
Bifidobacterium longum	0.0042
Blastopirellula marina	0.0011
Blattabacterium sp. (Blattella germanica)	0.0003
Blattabacterium sp. (Periplaneta americana)	0.0003
Blautia hansenii	0.0003
Blautia hydrogenotrophica	0.0003
Bordetella petrii	0.0006
Borrelia afzelii	0.0003
Borrelia burgdorferi	0.0102
Borrelia recurrentis	0.0003
Borrelia turicatae	0.0006
Borrelia valaisiana	0.0003
Brachybacterium faecium	0.0020
Brachyspira pilosicoli	0.0006
Bradyrhizobium japonicum	0.0006
Bradyrhizobium sp. BTAi1	0.0008
Bradyrhizobium sp. ORS 278	0.0003
Brevibacillus brevis	0.0006
Brevibacterium linens	0.0006
Brevundimonas sp. BAL3	0.0006
Brucella melitensis	0.0023
Brucella microti	0.0017
Brucella sp. BO1	0.0003
Buchnera aphidicola	0.0113
Bulleidia extructa	0.0014
Burkholderia ambifaria	0.0003
Burkholderia cenocepacia	0.0031
Burkholderia glumae	0.0006
Burkholderia rhizoxinica	0.0008
Burkholderia thailandensis	0.0003
Burkholderia xenovorans	0.0008
Butyrivibrio crossotus	0.0003
Caldanaerobacter subterraneus	0.0020
Caldicellulosiruptor hydrothermalis	0.0008
Caldicellulosiruptor lactoaceticus	0.0003
Caldicellulosiruptor obsidiansis	0.0003
Caldicellulosiruptor saccharolyticus	0.0003
Caminibacter mediatlanticus	0.0006
Campylobacter concisus	0.0006
Campylobacter curvus	0.0006
Campylobacter hominis	0.0006
Campylobacter jejuni	0.0020
Campylobacterales bacterium GD 1	0.0003
Candidatus Accumulibacter phosphatis	0.0008
Candidatus Amoebophilus asiaticus	0.0008
Candidatus Azobacteroides pseudotrichonymphae	0.0017
Candidatus Baumannia cicadellinicola	0.0008
Candidatus Blochmannia floridanus	0.0023
Candidatus Blochmannia pennsylvanicus	0.0017
Candidatus Desulforudis audaxviator	0.0008
Candidatus Hamiltonella defensa	0.0014
Candidatus Korarchaeum cryptofilum	0.0003
Candidatus Koribacter versatilis	0.0011
Candidatus Liberibacter asiaticus	0.0011
Candidatus Pelagibacter sp. HTCC7211	0.0003
Candidatus Pelagibacter ubique	0.0006
Candidatus Phytoplasma australiense	0.0431
Candidatus Phytoplasma mali	0.0113
Candidatus Protochlamydia amoebophila	0.0003
Candidatus Regiella insecticola	0.0017
Candidatus Solibacter usitatus	0.0023
Capnocytophaga gingivalis	0.0003
Carboxydothermus hydrogenoformans	0.0011
Cardiobacterium hominis	0.0006
Catenibacterium mitsuokai	0.0068
Catenulispora acidiphila	0.0011
Catonella morbi	0.0011
Caulobacter segnis	0.0006
Caulobacter sp. K31	0.0008
Caulobacter vibrioides	0.0003
Cellulomonas flavigena	0.0008
Cellvibrio japonicus	0.0003
Chelativorans sp. BNC1	0.0003
Chitinophaga pinensis	0.0008
Chlamydia pneumoniae	0.0008
Chlamydia trachomatis	0.0082
Chlamydophila abortus	0.0003
Chlamydophila felis	0.0006
Chlorobaculum parvum	0.0006
Chlorobium phaeobacteroides	0.0003
Chlorobium phaeovibrioides	0.0006
Chloroflexus aggregans	0.0003
Chloroflexus aurantiacus	0.0003
Chloroherpeton thalassium	0.0006
Chromobacterium violaceum	0.0003
Chromohalobacter salexigens	0.0003
Chryseobacterium gleum	0.0006
Chthoniobacter flavus	0.0017
Citrobacter rodentium	0.0003
Citromicrobium bathyomarinum	0.0006
Clavibacter michiganensis	0.0017
Clostridiales genomosp. BVAB3	0.0008
Clostridium acetobutylicum	0.0008
Clostridium beijerinckii	0.0011
Clostridium bolteae	0.0003
Clostridium botulinum	0.0113
Clostridium butyricum	0.0011
Clostridium difficile	0.0014
Clostridium hathewayi	0.0003
Clostridium hiranonis	0.0011
Clostridium hylemonae	0.0006
Clostridium kluyveri	0.0003
Clostridium leptum	0.0017
Clostridium nexile	0.0014
Clostridium novyi	0.0008
