taxa	abundance
Abiotrophia defectiva	0.0065
Acaryochloris marina	0.0003
Acetobacter pasteurianus	0.0003
Acholeplasma laidlawii	0.0079
Acidaminococcus fermentans	0.0003
Acidimicrobium ferrooxidans	0.0017
Acidiphilium cryptum	0.0003
Acidithiobacillus ferrooxidans	0.0006
Acidothermus cellulolyticus	0.0034
Acidovorax citrulli	0.0006
Acidovorax delafieldii	0.0003
Acinetobacter baumannii	0.0040
Acinetobacter johnsonii	0.0003
Acinetobacter radioresistens	0.0006
Actinobacillus pleuropneumoniae	0.0011
Actinobacillus succinogenes	0.0003
Actinomyces odontolyticus	0.0017
Actinomyces sp. oral taxon 848	0.0023
Actinomyces urogenitalis	0.0020
Actinosynnema mirum	0.0017
Aeromicrobium marinum	0.0006
Aeromonas hydrophila	0.0006
Aeromonas salmonicida	0.0003
Afipia sp. 1NLS2	0.0008
Aggregatibacter aphrophilus	0.0003
Agrobacterium tumefaciens	0.0017
Akkermansia muciniphila	0.0011
Albidiferax ferrireducens	0.0006
Alcanivorax borkumensis	0.0006
Algoriphagus sp. PR1	0.0006
Alicycliphilus denitrificans	0.0006
Alicyclobacillus acidocaldarius	0.0008
Aliivibrio fischeri	0.0003
Aliivibrio salmonicida	0.0003
Alistipes putredinis	0.0003
Alkaliphilus metalliredigens	0.0006
Alkaliphilus oremlandii	0.0014
Allochromatium vinosum	0.0006
Aminomonas paucivorans	0.0003
Anaerobaculum hydrogeniformans	0.0006
Anaerococcus lactolyticus	0.0006
Anaerococcus prevotii	0.0011
Anaerococcus tetradius	0.0003
Anaerococcus vaginalis	0.0003
Anaerofustis stercorihominis	0.0011
Anaeromyxobacter dehalogenans	0.0008
Anaeromyxobacter sp. Fw109-5	0.0006
Anaerostipes caccae	0.0006
Anaerotruncus colihominis	0.0011
Anaplasma marginale	0.0006
Anaplasma phagocytophilum	0.0011
Anoxybacillus flavithermus	0.0006
Aquifex aeolicus	0.0003
Arcobacter butzleri	0.0008
Aromatoleum aromaticum	0.0006
Arsenophonus nasoniae	0.0003
Arthrobacter aurescens	0.0116
Arthrobacter chlorophenolicus	0.0057
Arthrobacter sp. FB24	0.0014
Asticcacaulis excentricus	0.0017
Atopobium parvulum	0.0006
Atopobium rimae	0.0003
Aurantimonas manganoxydans	0.0014
Azoarcus sp. BH72	0.0003
Azorhizobium caulinodans	0.0003
Azospirillum sp. B510	0.0008
Azotobacter vinelandii	0.0006
Bacillus cereus	0.0023
Bacillus clausii	0.0003
Bacillus halodurans	0.0003
Bacillus licheniformis	0.0006
Bacillus pseudofirmus	0.0008
Bacillus sp. B14905	0.0003
Bacillus sp. NRRL B-14911	0.0003
Bacillus sp. m3-13	0.0003
Bacillus subtilis	0.0003
Bacteroides coprocola	0.0006
Bacteroides coprophilus	0.0003
Bacteroides fragilis	0.0011
Bacteroides plebeius	0.0003
Bacteroides uniformis	0.0003
Bartonella bacilliformis	0.0008
Bartonella clarridgeiae	0.0006
Bartonella grahamii	0.0003
Bartonella quintana	0.0003
Bartonella schoenbuchensis	0.0003
Bartonella sp. AR 15-3	0.0006
Bdellovibrio bacteriovorus	0.0020
Beggiatoa sp. PS	0.0006
Beijerinckia indica	0.0008
Bermanella marisrubri	0.0008
Beutenbergia cavernae	0.0006
Bifidobacterium adolescentis	0.0003
Bifidobacterium angulatum	0.0017
Bifidobacterium animalis	0.0020
Bifidobacterium bifidum	0.0008
Bifidobacterium breve	0.0008
Bifidobacterium dentium	0.0003
Bifidobacterium gallicum	0.0008
Bifidobacterium longum	0.0068
Blastopirellula marina	0.0008
Blautia hansenii	0.0006
Blautia hydrogenotrophica	0.0006
Bordetella avium	0.0006
Bordetella petrii	0.0011
Borrelia burgdorferi	0.0110
Borrelia hermsii	0.0006
Borrelia recurrentis	0.0006
Borrelia sp. SV1	0.0006
Borrelia spielmanii	0.0003
Brachybacterium faecium	0.0011
Brachyspira hyodysenteriae	0.0003
Brachyspira pilosicoli	0.0006
Bradyrhizobium japonicum	0.0008
Bradyrhizobium sp. BTAi1	0.0003
Bradyrhizobium sp. ORS 278	0.0008
Brevibacillus brevis	0.0006
Brevibacterium linens	0.0011
Brevundimonas sp. BAL3	0.0003
Brevundimonas subvibrioides	0.0006
Brucella ceti	0.0003
Brucella melitensis	0.0008
Brucella microti	0.0023
Brucella sp. BO1	0.0006
Buchnera aphidicola	0.0116
Bulleidia extructa	0.0025
Burkholderia ambifaria	0.0006
Burkholderia cenocepacia	0.0014
Burkholderia dolosa	0.0003
Burkholderia mallei	0.0003
Burkholderia oklahomensis	0.0003
Burkholderia phymatum	0.0003
Burkholderia rhizoxinica	0.0017
Burkholderia sp. CCGE1003	0.0003
Burkholderia thailandensis	0.0003
Butyrivibrio crossotus	0.0017
Butyrivibrio fibrisolvens	0.0017
Caldanaerobacter subterraneus	0.0003
Caldicellulosiruptor hydrothermalis	0.0003
Caldicellulosiruptor lactoaceticus	0.0008
Caldicellulosiruptor saccharolyticus	0.0006
Caldivirga maquilingensis	0.0003
Caminibacter mediatlanticus	0.0008
Campylobacter coli	0.0003
Campylobacter curvus	0.0003
Campylobacter fetus	0.0003
Campylobacter gracilis	0.0011
Campylobacter hominis	0.0008
Campylobacter jejuni	0.0008
Campylobacter lari	0.0011
Campylobacter upsaliensis	0.0003
Campylobacterales bacterium GD 1	0.0008
Candidatus Accumulibacter phosphatis	0.0017
Candidatus Amoebophilus asiaticus	0.0008
Candidatus Azobacteroides pseudotrichonymphae	0.0008
Candidatus Baumannia cicadellinicola	0.0011
Candidatus Blochmannia floridanus	0.0017
Candidatus Blochmannia pennsylvanicus	0.0023
Candidatus Hamiltonella defensa	0.0017
Candidatus Korarchaeum cryptofilum	0.0003
Candidatus Koribacter versatilis	0.0011
Candidatus Liberibacter asiaticus	0.0006
Candidatus Pelagibacter sp. HTCC7211	0.0003
Candidatus Pelagibacter ubique	0.0006
Candidatus Phytoplasma australiense	0.0498
Candidatus Phytoplasma mali	0.0119
Candidatus Protochlamydia amoebophila	0.0006
Candidatus Regiella insecticola	0.0003
Candidatus Solibacter usitatus	0.0014
Capnocytophaga gingivalis	0.0003
Capnocytophaga sputigena	0.0003
Carboxydothermus hydrogenoformans	0.0003
Cardiobacterium hominis	0.0011
Catenibacterium mitsuokai	0.0048
Catenulispora acidiphila	0.0034
Catonella morbi	0.0023
Caulobacter segnis	0.0003
Caulobacter sp. K31	0.0003
Caulobacter vibrioides	0.0017
Cellvibrio japonicus	0.0014
Chelativorans sp. BNC1	0.0014
Chitinophaga pinensis	0.0011
Chlamydia muridarum	0.0003
Chlamydia pneumoniae	0.0006
Chlamydia trachomatis	0.0068
Chlamydophila caviae	0.0003
Chlorobaculum parvum	0.0006
Chlorobium chlorochromatii	0.0008
Chlorobium phaeobacteroides	0.0003
Chloroflexus aggregans	0.0008
Chloroflexus aurantiacus	0.0003
Chloroherpeton thalassium	0.0008
Chromobacterium violaceum	0.0008
Chromohalobacter salexigens	0.0008
Chryseobacterium gleum	0.0006
Chthoniobacter flavus	0.0011
Clavibacter michiganensis	0.0014
Clostridiales genomosp. BVAB3	0.0017
Clostridium acetobutylicum	0.0008
Clostridium asparagiforme	0.0006
Clostridium bartlettii	0.0011
Clostridium beijerinckii	0.0006
Clostridium bolteae	0.0006
Clostridium botulinum	0.0088
Clostridium butyricum	0.0008
Clostridium cellulolyticum	0.0003
Clostridium difficile	0.0031
Clostridium hiranonis	0.0008
Clostridium hylemonae	0.0003
Clostridium kluyveri	0.0014
Clostridium leptum	0.0020
Clostridium nexile	0.0008
Clostridium novyi	0.0008
Clostridium papyrosolvens	0.0006
Clostridium perfringens	0.0008
Clostridium phytofermentans	0.0017
Clostridium saccharolyticum	0.0003
Clostridium sp. 7_2_43FAA	0.0025
Clostridium sp. L2-50	0.0014
Clostridium sp. M62/1	0.0003
Clostridium sp. SS2/1	0.0011
Clostridium thermocellum	0.0008
Collinsella aerofaciens	0.0011
Collinsella stercoris	0.0006
Colwellia psychrerythraea	0.0003
Comamonas testosteroni	0.0003
Coprococcus catus	0.0006
Coprothermobacter proteolyticus	0.0017
Corynebacterium accolens	0.0003
Corynebacterium ammoniagenes	0.0008
Corynebacterium efficiens	0.0003
Corynebacterium glucuronolyticum	0.0003
Corynebacterium glutamicum	0.0014
Corynebacterium jeikeium	0.0011
Corynebacterium lipophiloflavum	0.0006
Corynebacterium pseudotuberculosis	0.0017
Corynebacterium striatum	0.0003
Corynebacterium urealyticum	0.0008
Coxiella burnetii	0.0023
Croceibacter atlanticus	0.0003
Crocosphaera watsonii	0.0003
Cronobacter turicensis	0.0008
Cryptobacterium curtum	0.0011
Cupriavidus metallidurans	0.0003
Cupriavidus necator	0.0003
Cupriavidus pinatubonensis	0.0006
Curvibacter putative symbiont of Hydra magnipapillata	0.0003
Cyanothece sp. PCC 7424	0.0003
Cyanothece sp. PCC 7822	0.0003
Cyanothece sp. PCC 8802	0.0003
Cylindrospermopsis raciborskii	0.0003
Cytophaga hutchinsonii	0.0006
Dechloromonas aromatica	0.0008
Dehalococcoides ethenogenes	0.0011
Dehalococcoides sp. GT	0.0003
Deinococcus deserti	0.0003
Deinococcus geothermalis	0.0003
Deinococcus maricopensis	0.0006
Deinococcus radiodurans	0.0003
Dermacoccus sp. Ellin185	0.0006
Desulfatibacillum alkenivorans	0.0006
Desulfitobacterium hafniense	0.0006
Desulfobacterium autotrophicum	0.0008
