taxa	abundance
Abiotrophia defectiva	0.0008
Acaryochloris marina	0.0006
Acetobacter pasteurianus	0.0014
Acholeplasma laidlawii	0.0006
Achromobacter piechaudii	0.0006
Acidaminococcus fermentans	0.0003
Acidaminococcus sp. D21	0.0003
Acidimicrobium ferrooxidans	0.0037
Acidiphilium cryptum	0.0006
Acidithiobacillus ferrooxidans	0.0020
Acidothermus cellulolyticus	0.0082
Acidovorax citrulli	0.0008
Aciduliprofundum boonei	0.0011
Acinetobacter baumannii	0.0011
Acinetobacter johnsonii	0.0003
Acinetobacter junii	0.0003
Acinetobacter radioresistens	0.0003
Acinetobacter sp. DR1	0.0003
Actinobacillus pleuropneumoniae	0.0003
Actinobacillus succinogenes	0.0003
Actinomyces odontolyticus	0.0076
Actinomyces sp. oral taxon 171	0.0008
Actinomyces sp. oral taxon 848	0.0037
Actinomyces urogenitalis	0.0014
Actinomyces viscosus	0.0008
Actinosynnema mirum	0.0025
Aeromicrobium marinum	0.0020
Aeromonas hydrophila	0.0003
Aeropyrum pernix	0.0008
Afipia sp. 1NLS2	0.0006
Aggregatibacter actinomycetemcomitans	0.0014
Aggregatibacter aphrophilus	0.0003
Agrobacterium tumefaciens	0.0008
Agrobacterium vitis	0.0011
Akkermansia muciniphila	0.0014
Albidiferax ferrireducens	0.0006
Alcanivorax borkumensis	0.0003
Alcanivorax sp. DG881	0.0003
Algoriphagus sp. PR1	0.0006
Alicycliphilus denitrificans	0.0006
Alicyclobacillus acidocaldarius	0.0034
Aliivibrio fischeri	0.0011
Alistipes putredinis	0.0008
Alkalilimnicola ehrlichii	0.0008
Alkaliphilus metalliredigens	0.0006
Allochromatium vinosum	0.0006
Ammonifex degensii	0.0008
Amycolatopsis mediterranei	0.0008
Anaerobaculum hydrogeniformans	0.0014
Anaerococcus prevotii	0.0003
Anaeromyxobacter dehalogenans	0.0028
Anaeromyxobacter sp. Fw109-5	0.0014
Anaerostipes caccae	0.0003
Anaerotruncus colihominis	0.0343
Anaplasma marginale	0.0113
Aquifex aeolicus	0.0003
Archaeoglobus fulgidus	0.0008
Archaeoglobus profundus	0.0006
Arcobacter butzleri	0.0003
Aromatoleum aromaticum	0.0006
Arsenophonus nasoniae	0.0008
Arthrobacter aurescens	0.0008
Arthrobacter chlorophenolicus	0.0006
Arthrobacter sp. FB24	0.0008
Arthrospira platensis	0.0008
Aster yellows witches'-broom phytoplasma	0.0006
Asticcacaulis excentricus	0.0008
Atopobium parvulum	0.0003
Atopobium rimae	0.0003
Aurantimonas manganoxydans	0.0008
Azoarcus sp. BH72	0.0006
Azospirillum sp. B510	0.0014
Azotobacter vinelandii	0.0003
Bacillus cereus	0.0028
Bacillus clausii	0.0003
Bacillus licheniformis	0.0003
Bacillus pseudofirmus	0.0008
Bacillus subtilis	0.0008
Bacillus thuringiensis	0.0045
Bacteroides coprophilus	0.0006
Bacteroides eggerthii	0.0003
Bacteroides fragilis	0.0003
Bacteroides thetaiotaomicron	0.0003
Bartonella bacilliformis	0.0006
Bartonella henselae	0.0003
Bartonella quintana	0.0006
Bartonella schoenbuchensis	0.0008
Bartonella sp. AR 15-3	0.0003
Bartonella tribocorum	0.0003
Bdellovibrio bacteriovorus	0.0054
Beggiatoa sp. PS	0.0014
Beijerinckia indica	0.0011
Beutenbergia cavernae	0.0045
Bifidobacterium adolescentis	0.0003
Bifidobacterium animalis	0.0023
Bifidobacterium bifidum	0.0099
Bifidobacterium breve	0.0003
Bifidobacterium catenulatum	0.0003
Bifidobacterium longum	0.0011
Blastopirellula marina	0.0028
Blautia hansenii	0.0003
Blautia hydrogenotrophica	0.0003
Bordetella avium	0.0006
Bordetella parapertussis	0.0006
Bordetella petrii	0.0006
Borrelia burgdorferi	0.0031
Borrelia garinii	0.0003
Brachybacterium faecium	0.0020
Brachyspira hyodysenteriae	0.0003
Brachyspira murdochii	0.0003
Brachyspira pilosicoli	0.0003
Bradyrhizobium japonicum	0.0011
Bradyrhizobium sp. ORS 278	0.0003
Brevibacillus brevis	0.0006
Brevibacterium linens	0.0003
Brevundimonas sp. BAL3	0.0014
Brevundimonas subvibrioides	0.0006
Brucella canis	0.0003
Brucella melitensis	0.0014
Brucella microti	0.0003
Buchnera aphidicola	0.0042
Bulleidia extructa	0.0017
Burkholderia ambifaria	0.0031
Burkholderia cenocepacia	0.0028
Burkholderia glumae	0.0003
Burkholderia mallei	0.0054
Burkholderia multivorans	0.0011
Burkholderia phymatum	0.0003
Burkholderia phytofirmans	0.0006
Burkholderia pseudomallei	0.0110
Burkholderia rhizoxinica	0.0008
Butyrivibrio crossotus	0.0003
Butyrivibrio fibrisolvens	0.0006
Caldanaerobacter subterraneus	0.0003
Caldicellulosiruptor bescii	0.0006
Caldivirga maquilingensis	0.0023
Campylobacter concisus	0.0003
Campylobacter fetus	0.0003
Campylobacter gracilis	0.0006
Campylobacter hominis	0.0003
Campylobacter jejuni	0.0255
Campylobacterales bacterium GD 1	0.0008
Candidatus Accumulibacter phosphatis	0.0023
Candidatus Amoebophilus asiaticus	0.0003
Candidatus Azobacteroides pseudotrichonymphae	0.0011
Candidatus Baumannia cicadellinicola	0.0008
Candidatus Blochmannia floridanus	0.0008
Candidatus Blochmannia pennsylvanicus	0.0006
