taxa	abundance
Abiotrophia defectiva	0.0008
Acetivibrio cellulolyticus	0.0025
Acinetobacter sp. DR1	0.0008
Anaerofustis stercorihominis	0.0218
Anaerostipes caccae	0.0260
Anaerostipes sp. 3_2_56FAA	0.0034
Anaerotruncus colihominis	0.0067
Atopobium parvulum	0.0008
Bacillus cereus	0.0277
Bacillus subtilis	0.0017
Bacillus thuringiensis	0.0025
Bacteroides caccae	0.0008
Bacteroides cellulosilyticus	0.0034
Bacteroides dorei	0.0076
Bacteroides fragilis	0.0050
Bacteroides helcogenes	0.0008
Bacteroides intestinalis	0.0042
Bacteroides ovatus	0.0025
Bacteroides plebeius	0.0008
Bacteroides sp. 2_2_4	0.0017
Bacteroides sp. 4_1_36	0.0008
Bacteroides sp. 9_1_42FAA	0.0008
Bacteroides sp. D1	0.0025
Bacteroides sp. D20	0.0008
Bacteroides sp. D22	0.0008
Bacteroides stercoris	0.0067
Bacteroides thetaiotaomicron	0.0025
Bacteroides uniformis	0.0117
Bacteroides vulgatus	0.0034
Bacteroides xylanisolvens	0.0034
Bartonella grahamii	0.0008
Bifidobacterium adolescentis	0.0101
Bifidobacterium angulatum	0.0008
Bifidobacterium animalis	0.0017
Bifidobacterium bifidum	0.0008
Bifidobacterium catenulatum	0.0017
Bifidobacterium longum	0.0076
Bifidobacterium pseudocatenulatum	0.0042
Bifidobacterium sp. 12_1_47BFAA	0.0008
Blautia hansenii	0.0168
Blautia hydrogenotrophica	0.0126
Borrelia valaisiana	0.0008
Brachyspira hyodysenteriae	0.0008
Bradyrhizobium sp. ORS 278	0.0008
Brevibacillus brevis	0.0008
Brucella abortus	0.0008
Buchnera aphidicola	0.0017
Burkholderia cenocepacia	0.0008
Burkholderia pseudomallei	0.0017
Butyrivibrio crossotus	0.0151
Butyrivibrio fibrisolvens	0.0025
Caldicellulosiruptor obsidiansis	0.0008
Campylobacter fetus	0.0008
Campylobacter jejuni	0.0008
Candidatus Pelagibacter ubique	0.0008
Carnobacterium sp. AT7	0.0008
Catenibacterium mitsuokai	0.0025
Catonella morbi	0.0025
Chitinophaga pinensis	0.0008
Chlamydia pneumoniae	0.0025
Citrobacter koseri	0.0008
Clostridiales bacterium 1_7_47FAA	0.0394
Clostridiales genomosp. BVAB3	0.0025
Clostridium acetobutylicum	0.0008
Clostridium asparagiforme	0.0176
Clostridium bolteae	0.0210
Clostridium botulinum	0.0008
Clostridium difficile	0.0008
Clostridium hathewayi	0.0076
Clostridium leptum	0.0017
Clostridium phytofermentans	0.0042
Clostridium proteoclasticum	0.0008
Clostridium ramosum	0.0008
Clostridium saccharolyticum	0.0025
Clostridium scindens	0.0025
Clostridium sp. L2-50	0.0059
Clostridium sp. M62/1	0.0050
Clostridium sp. SS2/1	0.0042
Coprococcus catus	0.0050
Coprococcus comes	0.0227
Coprococcus eutactus	0.0034
Coprothermobacter proteolyticus	0.0017
Corynebacterium kroppenstedtii	0.0008
Corynebacterium lipophiloflavum	0.0008
Coxiella burnetii	0.0008
Cyanothece sp. PCC 8802	0.0008
Desulfovibrio desulfuricans	0.0025
Desulfovibrio piger	0.0034
Desulfovibrio sp. 3_1_syn3	0.0008
Desulfovibrio vulgaris	0.0017
Dethiobacter alkaliphilus	0.0008
Dorea formicigenerans	0.0025
Dorea longicatena	0.0017
Elusimicrobium minutum	0.0008
Enterococcus faecalis	0.0008
Epulopiscium sp. 'N.t. morphotype B'	0.0050
Erysipelotrichaceae bacterium 3_1_53	0.0159
Erysipelotrichaceae bacterium 5_2_54FAA	0.0050
Erythrobacter litoralis	0.0008
Escherichia coli	0.0067
Ethanoligenens harbinense	0.0117
Eubacterium cellulosolvens	0.0017
Eubacterium dolichum	0.0008
Eubacterium eligens	0.0344
Eubacterium hallii	0.0059
Eubacterium rectale	0.0227
Eubacterium ventriosum	0.0034
Faecalibacterium prausnitzii	0.0537
Gallionella capsiferriformans	0.0008
Geobacter lovleyi	0.0008
Geobacter sp. M21	0.0008
Gloeobacter violaceus	0.0008
Granulibacter bethesdensis	0.0008
Haemophilus influenzae	0.0008
Halobacterium salinarum	0.0008
Halothiobacillus neapolitanus	0.0008
Helicobacter pylori	0.0008
Heliobacterium modesticaldum	0.0008
Holdemania filiformis	0.0008
Hydrogenivirga sp. 128-5-R1-1	0.0008
Klebsiella pneumoniae	0.0017
Kocuria rhizophila	0.0008
Lachnospiraceae bacterium 8_1_57FAA	0.0008
Lactobacillus acidophilus	0.0008
Lactobacillus crispatus	0.0008
Lactobacillus fermentum	0.0017
Lactobacillus sakei	0.0008
Laribacter hongkongensis	0.0008
Legionella pneumophila	0.0008
Leptospira biflexa	0.0008
Leuconostoc mesenteroides	0.0008
Limnobacter sp. MED105	0.0008
Listeria monocytogenes	0.0017
Macrococcus caseolyticus	0.0008
Marinomonas sp. MWYL1	0.0008
Mariprofundus ferrooxydans	0.0008
Marvinbryantia formatexigens	0.0352
Megasphaera genomosp. type_1	0.0008
Methanobrevibacter smithii	0.0008
Methylacidiphilum infernorum	0.0008
Methylophaga thiooxydans	0.0008
Methylophilales bacterium HTCC2181	0.0008
Mobiluncus mulieris	0.0008
Mycoplasma penetrans	0.0008
Mycoplasma pneumoniae	0.0008
Mycoplasma synoviae	0.0008
Natranaerobius thermophilus	0.0008
Neisseria flavescens	0.0008
Neisseria sp. oral taxon 014	0.0008
Nitrosopumilus maritimus	0.0008
Oribacterium sinus	0.0008
Oxalobacter formigenes	0.0235
Paenibacillus curdlanolyticus	0.0008
Parabacteroides johnsonii	0.0059
Parabacteroides merdae	0.0042
Parvularcula bermudensis	0.0008
Pelobacter propionicus	0.0008
Pelodictyon phaeoclathratiforme	0.0008
Plesiocystis pacifica	0.0008
Polaribacter irgensii	0.0008
Polaromonas naphthalenivorans	0.0008
Prevotella buccae	0.0008
Prochlorococcus marinus	0.0008
Pseudomonas aeruginosa	0.0017
Psychrobacter arcticus	0.0008
Rhizobium leguminosarum	0.0008
Rhodobacteraceae bacterium HTCC2150	0.0008
Rhodomicrobium vannielii	0.0008
Rhodopseudomonas palustris	0.0008
Roseburia intestinalis	0.0101
Roseburia inulinivorans	0.0143
Ruminococcus albus	0.0076
Ruminococcus bromii	0.0126
Ruminococcus flavefaciens	0.0025
Ruminococcus gnavus	0.0084
Ruminococcus lactaris	0.0008
Ruminococcus obeum	0.0260
Ruminococcus sp. 5_1_39BFAA	0.0235
Ruminococcus sp. SR1/5	0.0117
Ruminococcus torques	0.0050
Salinibacter ruber	0.0008
Shuttleworthia satelles	0.0025
Staphylococcus aureus	0.0008
Staphylococcus capitis	0.0008
Staphylococcus epidermidis	0.0008
Staphylococcus hominis	0.0008
